CallTimestamp,Call Type,EmployeeID,CallDuration,WaitTime,CallAbandoned
8/14/2019 10:31,1,T398672,1126,138,0
10/6/2019 9:59,2,K915074,1320,69,0
2/11/2019 19:28,2,G586239,1294,10,0
1/10/2019 12:10,1,O362956,960,0,1
1/4/2019 12:24,3,S274120,1026,0,0
5/19/2019 8:30,3,E778362,649,0,0
6/20/2019 9:48,2,M794992,433,172,0
1/29/2019 16:15,3,N470942,158,18,1
11/8/2019 14:25,2,P203824,671,13,1
5/4/2019 14:48,2,S564705,1293,0,0
11/18/2019 8:21,2,J549755,914,0,0
5/18/2019 16:21,3,V828034,1155,106,0
9/30/2019 19:05,2,N772493,1040,18,0
8/1/2019 12:40,3,C206355,1271,144,0
9/17/2019 15:24,1,I543040,283,5,0
10/31/2019 8:33,1,N620104,1186,0,0
11/20/2019 19:44,1,U641256,130,0,0
3/20/2019 17:48,3,M855788,930,0,0
9/16/2019 14:22,2,J419954,755,0,0
1/4/2019 9:18,2,X409223,1484,24,0
1/13/2019 18:28,1,A166733,196,3,0
4/26/2019 17:19,3,Y193775,897,0,0
7/25/2019 15:24,1,B971624,1385,0,0
9/23/2019 8:44,1,J192194,1404,7,1
12/18/2019 11:12,2,V126561,1454,0,0
1/6/2019 14:20,2,I543040,1108,13,0
8/11/2019 12:57,3,O856292,334,0,0
7/23/2019 8:43,3,K273930,215,0,0
6/10/2019 9:27,3,G727038,145,19,0
5/15/2019 11:31,3,H438047,1117,0,0
1/18/2019 17:39,2,F533051,446,21,1
11/27/2019 18:15,3,V228277,955,0,0
7/20/2019 14:46,3,P203824,137,0,0
5/18/2019 10:31,3,U559430,233,0,0
7/6/2019 15:37,2,I992869,452,8,0
2/15/2019 16:28,1,J192194,1436,8,0
10/17/2019 9:34,2,N620104,387,0,0
5/1/2019 17:55,2,F533051,718,30,0
2/8/2019 12:31,3,T659609,354,96,0
12/8/2019 16:47,2,X825147,1325,3,0
4/12/2019 13:31,2,C206355,1332,30,0
9/16/2019 12:24,3,V732706,1174,0,0
3/3/2019 9:58,3,E988252,930,23,0
7/18/2019 11:28,3,U194381,81,17,0
7/3/2019 17:21,3,K915074,172,28,1
10/31/2019 13:19,3,J192194,1429,26,1
3/29/2019 13:39,1,X991580,1331,0,0
8/18/2019 12:35,1,T664783,953,11,1
5/6/2019 10:03,2,X409223,517,0,0
3/13/2019 15:44,3,T659609,590,7,0
2/4/2019 12:08,3,K222775,1157,13,0
3/23/2019 8:57,3,T387561,292,24,0
12/12/2019 8:05,2,O856292,421,4,0
11/4/2019 13:03,2,A166733,1179,0,0
6/1/2019 11:35,2,V732706,1335,20,0
6/19/2019 8:30,1,X409223,1003,17,0
4/28/2019 8:24,2,H438047,1106,20,0
8/13/2019 13:12,2,B971624,1421,218,0
12/24/2019 19:01,3,P203824,1007,18,0
12/8/2019 9:40,3,U559430,609,6,0
12/16/2019 13:41,2,P203824,640,0,0
8/10/2019 19:55,3,N772493,1295,0,0
2/15/2019 17:09,2,J173690,101,0,0
6/24/2019 9:30,3,S564705,1139,28,0
6/22/2019 19:21,2,T387561,33,4,0
3/15/2019 10:34,1,J173690,357,0,0
11/2/2019 10:54,2,G727038,663,23,0
5/24/2019 16:22,3,F533051,1468,0,0
4/8/2019 11:56,2,M794992,327,0,0
9/17/2019 8:33,1,L736768,579,21,0
3/12/2019 15:37,3,O362956,89,2,0
11/22/2019 10:51,3,S704443,912,24,0
5/9/2019 13:45,2,Y193775,734,0,0
5/30/2019 11:28,2,X991580,299,145,0
12/11/2019 8:43,3,D774655,779,5,0
3/5/2019 12:12,2,B971624,7,0,1
10/16/2019 16:50,3,C206355,95,0,0
11/8/2019 19:08,2,G727038,319,0,0
7/9/2019 11:15,2,M163408,729,20,0
12/19/2019 9:51,2,P203824,467,0,1
1/28/2019 13:29,3,B651033,48,0,0
12/6/2019 14:34,3,U559430,175,0,0
7/5/2019 8:07,3,J632516,140,0,0
9/5/2019 11:24,2,T398672,837,1,0
3/30/2019 13:51,2,C206355,113,0,0
5/28/2019 8:35,2,T664783,48,2,0
6/5/2019 13:24,3,I543040,450,202,0
3/19/2019 9:29,2,I992869,1398,7,0
3/17/2019 12:33,3,T398672,1221,26,0
11/8/2019 14:30,1,T659609,1248,16,0
8/12/2019 15:42,3,M163408,477,18,0
6/19/2019 13:41,3,K399501,28,288,0
3/14/2019 10:28,3,V828034,234,0,0
4/17/2019 14:17,2,H438047,913,0,0
3/1/2019 15:49,3,J173690,1465,84,0
8/22/2019 12:57,2,F542348,591,198,0
4/13/2019 14:03,3,M163408,1014,1,0
3/14/2019 17:47,3,V732706,742,2,1
11/14/2019 17:52,1,J192194,519,0,0
4/10/2019 19:35,1,Y193775,1231,15,0
7/2/2019 18:25,1,J192194,1016,28,0
10/22/2019 15:35,2,N620104,324,24,0
2/21/2019 15:09,3,O856292,407,4,0
7/8/2019 11:29,2,M855788,93,2,0
5/17/2019 9:57,2,X110622,1210,19,0
3/13/2019 8:03,3,J419954,1327,11,1
6/28/2019 15:13,2,V732706,540,26,0
4/15/2019 13:07,3,E243130,451,242,0
8/14/2019 17:10,3,U559430,118,0,0
1/20/2019 18:28,3,M794992,1335,0,0
11/2/2019 10:33,3,T387561,284,0,0
11/20/2019 8:06,2,N119221,345,18,0
7/19/2019 8:13,2,V828034,1268,13,0
8/30/2019 8:39,3,K399501,1002,0,0
8/31/2019 16:50,3,Y193775,685,2,0
11/16/2019 15:59,3,E778362,1376,4,1
9/6/2019 15:22,1,J173690,1002,199,0
10/19/2019 9:47,3,F533051,1144,0,0
12/25/2019 16:21,2,E243130,1119,0,0
10/15/2019 17:15,3,J192194,253,0,0
4/4/2019 11:18,2,O856292,1356,0,0
2/14/2019 11:38,3,J549755,276,0,0
5/28/2019 14:55,1,O856292,640,0,0
11/7/2019 9:17,2,B651033,405,13,0
12/11/2019 8:46,3,L736768,1407,30,0
10/16/2019 17:06,3,D411745,1249,20,0
4/23/2019 19:19,3,O856292,944,22,0
9/15/2019 19:01,3,E778362,1344,0,0
4/18/2019 10:07,2,G586239,172,0,0
12/14/2019 16:27,2,H438047,89,27,0
8/15/2019 12:12,2,F533051,604,30,0
12/16/2019 11:15,3,I543040,212,1,0
11/5/2019 18:49,3,E988252,1073,0,0
2/16/2019 13:10,3,E988252,703,155,0
11/23/2019 13:38,2,D774655,1123,0,1
3/24/2019 12:04,3,E778362,1011,0,0
12/27/2019 11:31,3,O856292,770,0,0
8/25/2019 11:07,1,E137708,984,23,0
8/25/2019 16:31,1,V732706,360,219,0
10/20/2019 14:24,3,N119221,828,0,0
2/10/2019 14:21,3,E137708,703,0,0
11/16/2019 11:34,3,J549755,704,15,0
7/1/2019 15:24,1,D411745,71,1,0
11/19/2019 12:05,3,S704443,765,0,0
7/13/2019 8:58,3,J632516,1208,19,0
5/29/2019 14:46,3,F542348,661,8,0
4/24/2019 13:28,3,N772493,554,293,0
