CallTimestamp,Call Type,EmployeeID,CallDuration,WaitTime,CallAbandoned
5/4/2018 16:33,3,U559430,486,2,0
6/21/2018 18:28,3,A166733,945,0,0
6/21/2018 15:13,1,B971624,379,11,0
11/21/2018 13:02,3,U641256,1044,0,0
2/25/2018 13:36,1,P286634,1357,0,0
10/28/2018 10:04,3,M855788,570,23,0
12/17/2018 16:39,3,M794992,26,26,0
7/28/2018 19:09,2,I281837,8,8,0
11/6/2018 18:57,1,J192194,800,0,0
6/18/2018 15:32,2,F542348,651,111,0
5/14/2018 16:24,2,J632516,229,10,0
6/2/2018 12:57,3,U194381,467,23,0
6/20/2018 12:01,3,G586239,1290,7,0
12/20/2018 16:27,3,N772493,504,0,0
12/15/2018 16:23,3,J632516,1445,28,0
3/4/2018 15:34,2,K669566,1255,2,0
12/23/2018 14:03,3,E137708,1069,5,0
4/17/2018 8:00,3,M855788,758,0,0
2/11/2018 8:39,2,E778362,838,0,0
11/22/2018 14:44,3,N119221,681,10,0
8/4/2018 11:51,2,V228277,1272,42,0
7/11/2018 14:34,3,T398672,252,0,0
11/24/2018 11:48,3,Q921541,84,271,0
3/22/2018 11:37,2,E243130,229,132,0
1/25/2018 17:00,1,U641256,432,6,0
11/21/2018 16:39,2,X409223,631,23,0
10/10/2018 11:55,3,I281837,1226,9,0
10/5/2018 16:01,3,D411745,1016,0,0
10/10/2018 12:07,3,K222775,1436,18,0
10/5/2018 8:55,2,U559430,804,208,0
6/12/2018 17:15,2,K418200,835,19,0
10/26/2018 18:40,3,N772493,63,14,0
11/17/2018 8:32,2,A166733,90,0,0
11/16/2018 19:44,2,C206355,602,151,0
1/21/2018 14:54,1,E137708,724,21,0
12/19/2018 12:04,3,B651033,762,27,0
3/12/2018 8:49,2,V828034,1218,0,0
10/21/2018 15:41,3,L736768,54,2,0
2/19/2018 19:29,3,S704443,778,14,0
3/13/2018 19:13,3,D411745,808,244,0
9/30/2018 18:52,3,K222775,488,11,0
11/26/2018 16:42,2,F533051,1047,0,0
11/13/2018 13:27,3,I543040,326,0,0
3/7/2018 10:30,2,V732706,75,0,0
4/25/2018 11:07,2,I281837,976,0,0
6/18/2018 19:28,3,G586239,113,0,0
7/28/2018 13:10,3,P286634,35,4,1
7/8/2018 14:43,3,Q921541,335,4,0
10/1/2018 14:47,2,A166733,855,28,0
5/6/2018 10:04,3,T387561,1496,0,0
1/8/2018 9:46,2,N772493,198,9,0
11/14/2018 8:13,1,T398672,534,0,0
8/4/2018 17:58,1,E988252,90,286,0
1/12/2018 14:01,1,J173690,982,30,0
1/16/2018 11:48,3,T398672,795,0,0
6/21/2018 10:19,3,E137708,693,0,0
5/14/2018 14:25,3,T664783,742,0,0
6/18/2018 10:49,1,I992869,48,163,0
6/2/2018 17:24,3,V228277,352,0,0
10/6/2018 19:14,3,N620104,515,28,0
2/4/2018 17:22,3,V126561,138,0,0
4/30/2018 11:15,2,Q921541,785,0,0
8/7/2018 11:58,2,X991580,1377,0,0
5/16/2018 11:10,3,J632516,1046,26,0
2/26/2018 8:47,2,X991580,871,0,0
9/29/2018 8:55,2,S274120,241,0,0
5/18/2018 16:48,3,V126561,1492,0,0
7/22/2018 17:16,3,B861430,21,19,1
9/1/2018 9:43,3,K418200,1325,30,0
10/31/2018 9:39,2,D411745,985,1,0
6/10/2018 8:57,3,N620104,700,0,0
11/30/2018 18:58,2,C206355,1436,6,0
4/20/2018 11:17,2,X409223,15,13,0
1/20/2018 17:32,3,B971624,985,29,0
7/6/2018 13:18,3,A166733,1195,0,0
10/25/2018 8:22,1,T664783,1498,15,0
8/17/2018 16:40,1,S274120,1331,259,0
10/13/2018 13:27,3,B651033,397,13,0
5/25/2018 10:39,3,O856292,1281,1,0
1/5/2018 8:27,3,T398672,632,0,0
8/16/2018 13:36,3,U194381,309,8,0
10/3/2018 16:39,3,O362956,486,33,0
7/10/2018 17:13,3,J192194,1032,27,0
10/25/2018 12:19,3,J549755,386,20,0
3/22/2018 10:28,3,V828034,1356,0,0
8/27/2018 11:45,3,U194381,951,13,0
11/23/2018 8:53,3,G586239,953,12,0
3/29/2018 16:15,3,E778362,314,24,0
11/26/2018 12:26,3,T398672,919,0,0
8/22/2018 9:33,3,E137708,1003,0,0
3/14/2018 18:52,2,E988252,28,44,0
11/21/2018 11:21,1,Q921541,250,11,0
8/29/2018 19:42,3,D774655,775,21,0
4/10/2018 19:03,3,N119221,516,21,0
2/12/2018 10:38,3,M163408,489,7,0
7/27/2018 15:40,3,O362956,740,118,1
10/1/2018 12:06,1,X825147,112,11,0
8/29/2018 15:37,2,X409223,1023,0,0
4/30/2018 13:13,3,E137708,827,2,0
5/27/2018 15:52,3,X991580,194,0,0
5/7/2018 12:29,2,J632516,895,21,0
4/16/2018 8:51,1,I543040,1489,0,0
6/7/2018 18:04,2,S564705,73,0,0
3/25/2018 11:31,3,K915074,434,13,0
12/21/2018 10:07,3,J173690,131,10,0
3/18/2018 16:18,3,F542348,453,0,0
3/26/2018 17:51,2,K273930,316,22,0
3/25/2018 16:47,2,O856292,619,0,0
2/15/2018 14:21,3,N772493,76,13,0
4/24/2018 15:53,3,E778362,315,0,0
3/1/2018 15:01,1,Y193775,1470,0,0
6/8/2018 8:31,2,E988252,635,27,0
4/7/2018 11:33,3,K669566,561,148,0
10/20/2018 9:58,1,Y193775,1219,13,0
11/19/2018 19:27,3,Y193775,1064,0,0
2/6/2018 10:24,2,U559430,540,18,0
2/10/2018 10:07,1,E137708,1331,29,0
9/16/2018 10:53,2,L736768,1360,7,0
4/3/2018 15:40,2,B651033,254,0,0
9/14/2018 16:44,3,G727038,1371,0,0
3/16/2018 13:37,3,U194381,509,22,0
4/26/2018 17:52,3,C206355,1109,10,0
10/30/2018 19:05,2,O362956,728,134,0
11/2/2018 19:19,3,V732706,514,5,0
7/19/2018 19:25,2,Y193775,1384,4,0
10/25/2018 8:10,3,N470942,278,1,0
5/13/2018 19:31,3,K273930,1116,8,0
7/16/2018 8:59,3,D411745,185,13,0
12/21/2018 17:52,1,F533051,1416,30,1
4/3/2018 17:21,2,F533051,713,15,0
6/14/2018 13:36,3,K669566,829,21,0
4/23/2018 16:23,2,T387561,541,0,1
9/12/2018 17:06,1,D411745,202,111,0
7/5/2018 12:36,1,D774655,985,197,0
5/25/2018 10:40,2,V828034,117,12,0
6/19/2018 10:57,3,X110622,1328,17,0
4/11/2018 16:14,2,E243130,1430,0,0
9/29/2018 11:03,1,J549755,872,5,0
6/17/2018 10:16,2,V126561,917,0,0
3/8/2018 13:56,2,E778362,651,0,0
9/8/2018 10:58,3,T664783,730,0,0
11/28/2018 15:36,3,J632516,151,4,0
5/22/2018 14:06,3,J632516,1180,0,0
3/1/2018 17:45,3,M855788,300,165,0
5/19/2018 17:52,3,O856292,197,28,0
12/20/2018 8:23,3,E243130,111,136,0
11/25/2018 10:12,3,K273930,251,0,0
1/3/2018 17:31,1,G727038,866,0,0
1/10/2018 12:43,3,X409223,339,0,0
6/20/2018 18:37,1,S704443,1336,25,0
4/22/2018 10:18,2,E137708,213,11,0
8/23/2018 15:15,3,E137708,720,263,0
9/21/2018 10:40,2,E778362,1336,14,0
1/16/2018 9:49,2,E778362,823,64,0
3/15/2018 12:05,2,P286634,794,20,0
4/6/2018 12:28,3,N119221,784,4,0
7/3/2018 16:48,2,J419954,1340,0,0
4/30/2018 10:26,1,T664783,1498,0,0
2/17/2018 15:38,2,P286634,717,67,0
9/22/2018 16:06,1,D774655,352,0,0
12/25/2018 8:16,2,C319958,658,0,0
7/31/2018 15:00,3,J549755,1110,13,0
4/4/2018 13:10,3,S704443,239,0,0
1/14/2018 13:38,2,X991580,1020,5,0
10/24/2018 12:58,2,E778362,933,0,0
7/13/2018 10:15,3,J192194,554,9,0
5/6/2018 17:39,1,C206355,984,2,0
10/4/2018 11:07,2,B971624,1103,0,0
10/20/2018 18:16,1,M163408,272,1,0
8/15/2018 14:38,2,C319958,342,21,0
8/21/2018 14:03,3,S564705,750,2,0
6/20/2018 10:06,3,F533051,576,179,0
5/25/2018 19:53,2,I281837,31,21,0
2/20/2018 16:34,3,M794992,1414,0,1
11/7/2018 16:15,3,X991580,1476,0,0
1/13/2018 8:55,3,N772493,903,0,0
12/2/2018 8:00,3,S704443,699,28,0
6/18/2018 13:37,2,J173690,404,74,0
2/24/2018 17:16,2,D774655,619,29,0
5/16/2018 11:56,3,K222775,300,18,0
6/6/2018 14:03,3,T398672,67,30,0
11/26/2018 15:07,3,N620104,742,9,0
8/15/2018 12:00,2,M163408,757,9,0
4/2/2018 17:35,3,Q921541,1454,0,0
1/13/2018 11:27,2,V228277,182,15,0
10/20/2018 12:13,3,E988252,1242,0,0
8/31/2018 17:33,2,O362956,309,0,0
11/3/2018 11:12,3,T398672,149,30,0
7/1/2018 11:16,2,I543040,1411,28,1
6/10/2018 12:03,2,J419954,254,0,0
7/3/2018 14:31,2,K915074,1117,20,0
5/10/2018 9:07,3,M794992,104,9,0
3/1/2018 15:37,3,V126561,389,141,1
11/2/2018 16:09,1,A475155,784,9,0
2/24/2018 12:42,2,U559430,522,10,0
9/25/2018 9:52,3,Q921541,282,23,0
1/9/2018 18:52,3,N119221,660,21,0
5/9/2018 18:28,3,O856292,1122,0,0
9/7/2018 16:03,3,A166733,460,8,0
8/1/2018 18:49,1,M855788,557,10,0
8/3/2018 14:46,3,B861430,447,23,0
3/13/2018 16:21,2,Y193775,1466,4,0
3/22/2018 8:00,2,Q921541,1085,0,0
3/7/2018 8:25,3,K273930,1460,167,1
6/12/2018 15:16,1,M794992,588,0,0
3/17/2018 8:04,2,E243130,1299,0,0
8/16/2018 14:15,3,X825147,429,0,0
7/28/2018 10:56,2,D411745,186,9,0
10/17/2018 16:21,3,T387561,480,29,0
4/15/2018 12:00,3,C206355,636,13,0
4/9/2018 15:45,3,S564705,809,2,0
10/23/2018 18:16,3,K418200,128,5,0
10/1/2018 9:25,2,N620104,335,0,1
5/31/2018 11:58,3,J192194,1432,11,0
10/4/2018 14:52,3,V228277,318,14,0
7/23/2018 13:57,3,M855788,139,0,1
2/20/2018 15:06,1,H438047,1338,0,0
4/27/2018 18:31,3,I543040,976,41,0
6/20/2018 19:48,1,C206355,577,0,0
1/28/2018 19:07,3,K418200,1258,0,0
7/1/2018 15:31,3,E988252,1002,1,0
7/27/2018 14:38,3,K418200,406,28,0
9/6/2018 9:38,3,B651033,793,8,0
9/11/2018 10:39,3,J632516,985,16,0
11/7/2018 11:07,3,E778362,411,2,0
12/26/2018 19:39,1,C319958,1272,0,0
6/27/2018 16:11,1,J632516,778,7,0
7/17/2018 9:01,1,S564705,746,5,0
4/17/2018 15:43,2,N119221,251,0,0
12/24/2018 18:27,3,V732706,18,12,1
1/25/2018 18:42,3,F533051,442,0,0
12/9/2018 8:50,2,X825147,1389,188,0
6/19/2018 10:55,2,F533051,1427,12,0
10/2/2018 9:36,3,G727038,592,128,0
3/6/2018 8:53,3,K273930,239,18,0
1/10/2018 13:40,1,V828034,1458,6,0
3/17/2018 11:06,1,B861430,921,285,0
10/9/2018 13:50,2,Y193775,45,0,0
8/20/2018 8:38,2,D411745,686,0,0
8/19/2018 18:33,2,K915074,259,0,0
8/19/2018 13:01,1,G586239,173,25,0
9/5/2018 17:09,1,B861430,213,178,0
3/18/2018 10:19,3,I281837,661,85,0
6/27/2018 12:14,3,V828034,136,0,0
5/1/2018 17:24,3,P203824,943,0,0
11/25/2018 8:34,3,X991580,807,9,0
1/7/2018 17:58,3,T659609,794,18,0
1/8/2018 12:46,3,K222775,1425,29,0
5/11/2018 18:25,3,D411745,1480,21,0
8/15/2018 18:19,3,S704443,93,17,0
3/20/2018 12:22,2,O856292,1376,2,0
3/10/2018 14:16,1,O362956,1080,0,0
7/7/2018 13:00,3,J632516,1326,24,0
1/24/2018 8:03,2,J419954,162,26,0
10/24/2018 17:45,2,Q921541,40,0,0
3/11/2018 8:55,3,M855788,411,0,0
1/22/2018 10:32,2,J549755,675,20,0
2/2/2018 8:22,2,K273930,1179,10,0
3/9/2018 13:26,1,K222775,584,0,0
3/3/2018 17:55,2,E988252,1073,148,0
5/20/2018 16:38,3,E243130,497,29,0
10/2/2018 11:16,2,X409223,960,9,1
4/8/2018 9:13,3,T664783,766,247,0
5/10/2018 9:19,2,T664783,1353,7,0
5/10/2018 14:56,3,V228277,115,4,0
8/22/2018 15:39,2,Y193775,576,0,1
3/25/2018 10:35,3,U641256,203,0,0
10/15/2018 10:51,3,B651033,1368,87,0
1/6/2018 16:51,2,C206355,167,26,1
9/26/2018 15:43,3,G586239,604,26,0
12/17/2018 10:03,2,E778362,1095,9,0
1/1/2018 10:21,2,U641256,416,18,0
8/1/2018 17:07,2,D411745,855,1,0
5/22/2018 15:49,1,V828034,1035,300,0
8/7/2018 13:03,2,C206355,705,0,0
9/26/2018 19:27,3,J173690,1163,14,0
6/22/2018 8:02,3,K273930,1274,28,0
7/11/2018 19:33,1,I543040,1327,266,0
8/30/2018 9:25,3,N119221,1495,0,1
4/5/2018 17:24,3,E243130,521,18,0
10/28/2018 13:04,2,D411745,288,129,0
8/22/2018 19:20,3,L736768,480,12,0
3/22/2018 17:11,3,N620104,780,210,0
3/10/2018 19:03,2,E778362,85,14,0
6/7/2018 18:43,2,P286634,232,228,0
9/4/2018 8:13,2,A166733,484,15,0
